Presbytery,Church,Phone,Website,Email,Pastor,Review Date,Elders on Website? (Y/N),Deacons on Website? (Y/N),Other Staff on Website? (Y/N),Shepherdesses? (Y/N),Deaconesses? (Y/N),Website Status
Pittsburgh,New Life Presbyterian Church,724-744-4760,www.newlifepresbyterian.org,office@newlifepresbyterian.org,Rev. Matthew R. Fisher,09-25-25,Y,N,Y,N,N,Functional
Pittsburgh,Pilgrim Presbyterian Mission,724-433-1652,www.pilgrimpc.org,drwhite@zoominternet.net,Rev. Dale R. White,09-25-25,N,N,N,N,N,Functional
Pittsburgh,Pioneer Presbyterian Church,724-238-4777,pioneerpca.org,pioneerpca@gmail.com,Rev. David R. Kenyon,09-25-25,N,N,N,N,N,Functional
Pittsburgh,Presbyterian Church of Pitcairn,412-372-7707,www.pitcairnpca.org,office@pitcairnpca.org,Rev. Jeremy Reid Whipkey,09-25-25,Y,Y,Y,N,N,Functional
Pittsburgh,Providence Presbyterian Church,412-788-6100,www.providencepgh.org,secretary@providencepgh.org,Rev. Ray E. Heiple Jr.,09-25-25,Y,Y,N,N,N,Functional
Pittsburgh,Redemption Hill Church PCA,412-368-2223,www.redemptionhill.church,doerfler.rhc@gmail.com,Rev. Peter Doerfler,09-25-25,Y,Y,Y,N,N,Functional
Pittsburgh,Resurrection Indiana,724-471-6167,www.resurrectionindiana.org,david@resurrectionindiana.org,Rev. David Schweissing,09-25-25,N,N,N,,,Functional
Pittsburgh,Trinity Presbyterian Church,814-269-3947,www.trinityjohnstown.com,jared.havener@gmail.com,Rev. Jared Havener,09-25-25,N,N,N,,,Functional
Pittsburgh,View Crest Presbyterian Church,724-941-9772,www.viewcrestchurch.org,office@viewcrestchurch.org,Rev. Shaun M. Nolan,09-25-25,N,N,N,,,Functional
Pittsburgh,Washington Presbyterian Church,724-228-4776,www.washingtonpres.org,wpcaoffice@gmail.com,Rev. Michael D. Bowen,09-25-25,Y,Y,N,N,N,Functional
Platte Valley,Center Church,402-617-6377,lnkcenter.church/,adam@lnkcenter.church,Rev. Adam T. Odell,09-24-25,N,N,N,,,Functional
Platte Valley,Grace Central Church,402-573-1663,www.graceomaha.com,office@graceomaha.com,Rev. Eric Tonjes,09-24-25,Y,Y,Y,N,N,Functional
Platte Valley,Grace Chapel,402-484-8555,www.gracepca.com,office@gracepca.com,Rev. Benjamin Loos,09-24-25,Y,Y,Y,N,Y,Functional
Platte Valley,Grace Church PCA,402-721-6260,gracefremontpca.org,gracepcainfo@gmail.com,Rev. Clint Eberspacher,09-24-25,Y,Y,Y,N,N,Functional
Platte Valley,Grace Covenant Church,308-384-5625,www.gracegi.org,info@gracegi.org,Rev. S. Todd Bowen,09-24-25,Y,Y,Y,N,N,Functional
Platte Valley,Harvest Community Church,402-558-4119,harvestpca.org,office@harvestpca.org,-,09-24-25,Y,Y,Y,N,N,Functional
Platte Valley,Redeemer PCA,402-937-8904,welcometoredeemer.com,office@welcometoredeemer.com,Rev. Matthew Odum,09-24-25,Y,Y,Y,N,Y,Functional
Platte Valley,Trinity Presbyterian Church,308-234-3142,www.tpckearney.org,tpc@tpckearney.org,Rev. Chad Anderson,09-24-25,Y,Y,Y,N,N,Functional
Platte Valley,Zion Church,402-476-2524,www.zionpca.com,office@zionpca.com,-,09-24-25,Y,Y,Y,N,N,Functional
Potomac,Alexandria Presbyterian Church,703-683-3348,www.alexandriapres.org,APC.Office@alexandriapres.org,Rev. Thomas G. Holliday,09-27-25,Y,Y,Y,N,N,Functional
Potomac,Capital Presbyterian Church of Fairfax,703-348-7328,capitalpresfairfax.org,hellow@capitalpresfairfax.org,Rev. Rob Anthony Yancey Jr.,09-27-25,N,N,Y,N,N,Functional
Potomac,Chinese Christian Church,703-820-1010,www.cccvapca.org,-,Rev. Beng Voon Chua,09-27-25,Y,Y,Y,N,N,Functional
Potomac,"Chinese Christian Church of Virginia, Springfield Mission",571-251-3223,www.cccvapca.org,-,-,09-27-25,Y,Y,Y,N,N,Functional
Potomac,Christ Church of Arlington,703-527-0420,www.ccapca.org,office@ccapca.org,Rev. William E. Boyce,09-27-25,Y,Y,Y,N,N,Functional
Potomac,Christ New Community,240-447-8794,christnewcommunity.org,acnuquay@gmail.com,-,N/A,,,,,,Broken
Potomac,Christ Presbyterian Church,301-768-9700,www.christ-pca.org,office@christ-pca.org,Rev. Matthew Stephen Roberts,09-27-25,Y,Y,Y,N,N,Functional
Potomac,Christ Presbyterian Church Burke,571-354-0623,www.cpcburke.org,porter@cpcburke.org,Rev. John Porter Harlow,09-27-25,Y,Y,N,N,N,Functional
Potomac,Christ Reformed Presbyterian Church,301-498-3700,www.crpclaurel.org,cptchemistry87@gmail.com,Rev. Berdj Tchilinguirian,09-27-25,Y,Y,N,N,N,Functional
Potomac,Cornerstone Presbyterian Church,301-862-5016,www.cornerstonepca.org,office@cornerstonepca.org,Rev. J. Walter Nilsson,09-27-25,N,N,Y,N,N,Functional
Potomac,Crossroads Presbyterian Church,703-794-9431,www.crossroadspca.net,cindyriggle@crossroadspca.net,Rev. Alex Young,09-27-25,Y,Y,Y,N,N,Functional
Potomac,Emmanuel Presbyterian Church,571-470-5400,www.emmanuelarlington.org,office@emmanuelarlington.org,Rev. Young Kyun Lee,09-27-25,Y,Y,Y,N,Y,Functional
Potomac,Faith Reformed Presbyterian Church,301-662-0662,www.faithreformed.org,john@faithreformed.org,Rev. John F. Armstrong Jr.,09-28-25,Y,Y,Y,N,N,Functional
Potomac,Gainesville Presbyterian Church,703-754-8791,gpcweb.org,stephen.baran.gpc@gmail.com,Rev. Stephen Baran,09-28-25,Y,Y,Y,N,N,Functional
Potomac,Good Hope Presbyterian Church,301-317-1398,www.goodhopepca.com,jack@goodhopepca.com,Rev. Jack H. Waller,09-28-25,N,N,Y,,,Functional
Potomac,Grace Christian Church,703-471-4046,www.gccvapca.org,info@gccvapca.org,Rev. Zhi Yong Paul Wang,09-28-25,Y,Y,Y,N,N,Functional
Potomac,Grace Christian Fellowship,301-678-6036,www.gcfhancock.org,gcfhancock@yahoo.com,Rev. Edward D. Guyer,09-28-25,Y,Y,N,N,N,Functional
Potomac,"Grace Presbyterian Church of Washington, DC",202-386-7637,www.gracedc.net,Office@gracedc.net,Rev. Glenn J. Hoburg,09-28-25,Y,Y,Y,Y,Y,Functional
Potomac,Grace Reformed Fellowship,301-857-2052,www.grfpca.org,-,Rev. Garry L. Knaebel,09-28-25,N,N,N,,,Functional
Potomac,Harvest Fellowship,410-326-0033,www.hfpca.org,church@hfpca.org,Rev. Barry Noll,09-28-25,Y,Y,Y,N,N,Functional
Potomac,Harvester Presbyterian Church,703-455-7800,www.harvesterpca.org,office@harvesterpca.org,Rev. Mark E. Hayes,09-28-25,Y,Y,Y,N,N,Functional
Potomac,Heritage Presbyterian Church,540-347-4627,www.heritage-pca.org,office@heritage-pca.org,Rev. Dan Warne,09-28-25,Y,Y,Y,N,N,Functional
Potomac,Imago Dei Church,540-388-0509,imagodeichurch.net,info@imagodeichurch.net,-,N/A,,,,,,Broken
Potomac,King's Cross Church,571-293-0063,www.kingscrossva.org,office@kingscrossva.org,Rev. John F. Jones IV,09-28-25,Y,Y,Y,N,N,Functional
Potomac,McLean Presbyterian Church,703-821-0800,mcleanpres.org,info@mcleanpres.org,Rev. Ryan Laughlin,09-28-26,Y,Y,Y,Y,Y,Functional
Potomac,Mosaic Community Church,240-424-5235,www.mosaicsilverspring.org,mosaicsilverspring@gmail.com,Rev. Joel C. St. Clair,09-28-25,N,N,Y,,,Functional
Potomac,Mount Zion Presbyterian Church,864-381-3173,www.faipca.com,firstasianpca@gmail.com,Rev. Jegar Chinnavan,N/A,,,,,,Broken
Potomac,New Hope Presbyterian Church,703-385-9056,www.NewHopeFairfax.org,Office@NewHopeFairfax.org,Rev. Paul David Wolfe,09-28-25,Y,Y,N,N,N,Functional
Potomac,NewCity Church,703-309-2523,www.newcityva.org,geena@newcityva.org,Rev. Paul S. Jeon,09-28-25,N,N,Y,,,Functional
Potomac,One Voice Fellowship,703-626-7120,onevoicefellowship.org,info@onevoicefellowship.org,Rev. Christopher M. Sicks,09-28-25,Y,N,Y,Y,,Functional
Potomac,Pilgrim Presbyterian Church,304-263-5362,www.pilgrimpca.org,church@pilgrimpca.org,Rev. Clayton Willis,09-28-25,Y,Y,N,N,N,Functional
Potomac,Port Towns Church,240-623-4695,www.porttownschurch.org,danny@porttownschurch.org,Rev. Danny Edwards-Luce,09-28-25,N,N,N,,,Functional
Potomac,Potomac Hills Presbyterian Church,703-771-1534,www.potomachills.org,info@potomachills.org,Dr. David V. Silvernail Jr.,09-28-25,Y,Y,Y,N,N,Functional
Potomac,Reformed Presbyterian Church of Bowie,301-262-2280,www.rpcbowie.org,information@rpcbowie.org,Dr. Stephen A. Fix,09-28-25,Y,Y,Y,N,N,Functional
Potomac,Shady Grove Presbyterian Church,301-330-4326,www.shadygrovepca.org,office@shadygrovepca.org,Rev. Charlie A. Baile,09-28-25,N,N,Y,,,Functional
Potomac,Spriggs Road Presbyterian Church,703-791-5555,www.spriggsroad.org,srpc@spriggsroad.org,Rev. Michael E. Mang,09-28-25,Y,Y,N,N,N,Functional
Potomac,Wallace Presbyterian Church,301-935-5900,www.wallacepca.org,info@wallacepca.org,Rev. Ryan Moore,09-28-25,N,N,Y,,,Functional
Providence,All Saints Presbyterian Church,256-682-1364,www.allsaintshsv.com,revmattpatrick@gmail.com,Rev. Matt Patrick,09-27-25,N,N,N,,,Functional
Providence,Christ Covenant Presbyterian Church,256-739-0505,www.christcovenantcullman.org,admin@christcovenantcullman.org,Rev. Jason Ellerbee,09-27-25,Y,Y,Y,N,N,Functional
Providence,Christ Presbyterian Church,-,www.christpreshamptoncove.org,christprespca@gmail.com,Dr. Michael Calvert,09-27-25,Y,Y,Y,N,N,Functional
Providence,Collinsville Presbyterian Church,334-328-7995,-,gcasf@bellsouth.net,-,N/A,,,,,,Broken
Providence,Cornerstone Presbyterian Church,256-489-4625,cornerstonehuntsville.org,office@cornerstonehuntsville.org,Rev. Wilson Shirley,09-27-25,Y,Y,Y,N,N,Functional
Providence,Decatur Presbyterian Church,256-351-6010,www.decaturpca.org,office@decaturpca.org,Rev. J. Scott Phillips,09-27-25,Y,Y,Y,N,N,Functional
Providence,Faith Community Church,938-227-3990,www.faithhuntsville.com,-,Rev. Adam Paul Venable,09-27-25,N,N,N,,,Functional
Providence,First Presbyterian Church,256-332-5730,www.firstpresrussellville.com,-,-,09-27-25,N,N,Y,,,Functional
Providence,First Presbyterian Church,256-383-2412,www.tuscumbiapres.com,tuscumbiapres@gmail.com,Rev. Jeffery L. Hamm,09-27-25,Y,Y,Y,N,N,Functional
Providence,Good Shepherd Presbyterian Church,-,www.goodshepherdal.org,nathan.goodshepherdpca@gmail.com,Rev. Nathan White,09-27-25,N,N,N,,,Functional
Providence,Grace Covenant Presbyterian Church,256-444-2492,www.gracecovenantathens.org,pastor@gracecovenantathens.org,Rev. Ross Hodges,09-27-25,Y,Y,N,N,N,Functional
Providence,Grace Fellowship Presbyterian Church,256-891-0924,www.gracefellowshippca.com,gfpc@gracefellowshippca.com,Rev. Jackie Dean Gaston Jr.,09-27-25,Y,Y,Y,N,N,Functional
Providence,Grace Presbyterian Church,256-845-4756,www.graceprez.org,office@graceprez.org,Rev. Jonathan Adam Shields,09-27-25,Y,Y,Y,N,N,Functional
Providence,Hope City Church,256-280-7200,www.hopecityal.com,-,Rev. Amos Williams,09-27-25,N,N,N,,,Functional
Providence,North Hills Presbyterian Church,256-885-6887,www.northhillschurch.net,office@northhillschurch.net,Rev. Adam Tisdale,09-27-25,Y,Y,Y,N,N,Functional
Providence,Redeemer Presbyterian Church,256-766-3414,www.redeemershoals.com,info@redeemershoals.com,Rev. Mark Allen Robertson,09-27-25,Y,Y,Y,N,N,Functional
Providence,Redeemer Presbyterian Church,803-287-0270,www.redeemerscottsboro.org,dtrpaulson@gmail.com,Rev. Dieter Paulson,N/A,,,,,,Broken
Providence,Southwood Presbyterian Church,256-882-3085,www.southwood.org,worship@southwood.org,Rev. William Alan Spink,09-27-25,Y,Y,Y,N,N,Functional
Providence,The Village Church,256-270-9112,enterthevillage.net,cynthia@enterthevillage.net,Rev. Alexander Myron Shipman,09-27-25,N,N,Y,,,Functional
Providence,Valley Presbyterian Church,256-567-9052,www.valleymadison.com,pastor@valleymadison.com,Rev. William Plott,09-27-25,Y,Y,Y,N,N,Functional
Providence,Westminster Presbyterian Church,256-830-5754,www.wpc-hsv.org,office@wpc-hsv.org,Rev. Joe Henry Steele III,09-27-25,N,N,Y,,,Functional
Rio Grande,Bryce Avenue Presbyterian Church,505-672-3364,brycepresbyterian.org,info@brycepresbyterian.org,Rev. Zachary Michael Garris,09-27-25,Y,Y,N,N,N,Functional
Rio Grande,Christ Church de Canon,575-425-0426,christdecanon.com,pastor@christdecanon.com,Rev. Ryan Miller,09-27-25,N,N,N,,,Functional
Rio Grande,Christ Church Santa Fe PCA,505-982-8817,www.christchurchsantafe.org,office@christchurchsantafe.org,Rev. Greg Clifford Schneeberger,09-26-25,N,N,Y,,,Functional
Rio Grande,Christ the King Presbyterian Church,915-585-2264,www.ctkpca.com,office@ctkpca.com,Rev. Dawson Hunt,09-27-25,Y,Y,Y,N,N,Functional
Rio Grande,City Presbyterian Church Albuquerque,214-218-7947,www.citypresabq.com,info@citypresabq.com,Rev. Daniel McKinney,09-27-25,Y,Y,Y,N,N,Functional
Rio Grande,Coram Deo,575-635-9733,www.coramdeolc.com,info@coramdeolc.com,Rev. Dustin Hunt,09-27-25,Y,Y,Y,N,N,Functional
Rio Grande,Grace Covenant Church,575-526-5577,www.gccnm.com,secretary@gccnm.com,Rev. Gavyn Chavez,09-27-25,N,N,N,,,Functional
Rio Grande,High Desert Church (PCA),505-697-8163,www.highdesertpca.com,revdanieljrose@gmail.com,Rev. Daniel J. Rose,09-27-25,N,N,N,,,Functional
Rio Grande,Mosaic Church,505-269-2114,www.MosaicABQ.com,info@mosaicabq.com,Rev. Shaynor Newsome,09-27-25,N,N,Y,,,Functional
Rio Grande,New City Fellowship El Paso,915-258-5213,newcityep.com,jeff@newcityep.com,Rev. Jeffrey Douglas White,09-27-25,Y,Y,Y,N,N,Functional
Rio Grande,Providence Presbyterian Church - Farmington,505-326-4878,www.ppcpcafarmington.org,garyfarmington@aol.com,Rev. Gary D. McMillan,09-27-25,N,N,N,,,Functional
Rio Grande,Providence Presbyterian Church-Durango,505-326-4878,www.ppcpcafarmington.org,garyfarmington@aol.com,Rev. Gary D. McMillan,09-27-25,N,N,N,,,Functional
Rio Grande,University Presbyterian Church,575-522-0828,www.upclc.com,upcoffice@upclc.com,-,09-27-25,Y,Y,Y,N,N,Functional
Rio Grande,Westminster Presbyterian Church,575-437-8140,www.wpcpca.org,wpcpcanm@gmail.com,Rev. Shelby Zahnd Moon,09-27-25,Y,Y,N,N,N,Functional
Rocky Mountain,All Souls Missoula,406-624-9084,www.allsoulsmissoula.org,allsoulsmissoula@gmail.com,Rev. Russell Tamm,09-23-25,Y,Y,N,N,N,Functional
Rocky Mountain,Cheyenne Mountain Presbyterian Church,719-635-9022,www.cmpca.net,office@cmpca.net,Rev. Matthew Capone,09-27-25,Y,Y,Y,N,N,Functional
Rocky Mountain,Christ Presbyterian Church Englewood,303-880-7718,christpresenglewood.org,jp@christpresenglewood.org,Rev. JonPaul Dee Watson,09-27-25,Y,,Y,N,,Functional
Rocky Mountain,Church of the Cross,406-730-3052,www.cotcw.org,office@cotcw.org,Rev. Jake Neufeld,09-23-25,Y,N,N,N,,Functional
Rocky Mountain,Cornerstone Presbyterian Church,303-660-0267,www.cornerstonepc.org,office@cornerstonepc.org,Rev. Shawn Young,09-27-25,Y,N,N,N,,Functional
Rocky Mountain,Covenant Presbyterian Church,307-438-4008,www.cpclanderwy.org,office@cpclanderwy.org,Rev. Scott MacNaughton,09-23-25,Y,N,Y,N,,Functional
Rocky Mountain,Covenant Presbyterian Church,303-424-8889,www.cpcwheatridge.org,office@cpcwheatridge.org,Rev. Brad Irick,09-23-25,Y,N,N,N,,Functional
Rocky Mountain,Covenant Reformed Presbyterian Church,719-404-1833,www.covrefpca.org,pastor.matt@covrefpca.org,Rev. Matthew Paul Eide,09-27-25,Y,Y,N,N,N,Functional
Rocky Mountain,Deer Creek Community Church,303-933-9300,www.deercreekchurch.com,info@deercreekchurch.com,Rev. Daniel Nealon,09-23-25,Y,Y,Y,N,N,Functional
Rocky Mountain,Denver Presbyterian Church,303-335-0447,www.denverpres.org,info@denverpres.org,Rev. Ronnie Garcia,09-27-25,Y,Y,Y,N,Y,Functional
Rocky Mountain,Elevate Hope Centennial Inc.,720-642-6655,elevatehopechurch.org,info@elevatehopechurch.org,Rev. Brett Weston,09-27-25,N,N,Y,,,Functional
Rocky Mountain,Faith Covenant Presbyterian Church,406-752-2400,www.faithcov.com,office@faithcov.com,Rev. Lloyd Pierson,09-27-25,Y,Y,Y,N,N,Functional
Rocky Mountain,Forestgate Presbyterian Church,719-495-5672,www.forestgate.org,office@forestgate.org,Rev. Matthew William Giesman,09-27-25,Y,Y,Y,N,N,Functional
Rocky Mountain,Grace and Peace Church,719-203-1506,graceandpeacecos.org,contact@graceandpeacecos.org,Rev. Vincent Hoppe,09-23-25,Y,Y,Y,N,N,Functional
Rocky Mountain,Grace and Peace Denver,615-969-3372,gpchurchdenver.org,matt@graceandpeacedenver.org,Rev. Matthew Morginsky,09-23-25,Y,Y,Y,N,Y,Functional
Rocky Mountain,Grace Church Presbyterian,970-412-8551,www.gracefortcollins.org,ryan@gracefortcollins.org,Rev. Gavin Lymberopoulos,09-27-25,Y,Y,Y,N,Y,Functional
Rocky Mountain,Great Plains Gathering,406-894-2131,www.greatplainsgathering.com,joshuacharette@hotmail.com,Rev. Joshua Charette,09-23-25,N,N,N,,,Functional
Rocky Mountain,Harvest Reformed Presbyterian Church,307-696-3424,www.sermonaudio.com/solo/harvestgillette/,harvestchurchgillette@gmail.com,Rev. Caleb T Nelson,09-27-25,N,N,N,,,Functional
Rocky Mountain,High Plains Fellowship PCA,719-298-4283,www.highplainsfellowship.com,hpftreasurer@gmail.com,-,09-23-25,N,N,N,,,Functional
Rocky Mountain,Living Redeemer Church,-,www.livingredeemerchurch.org,livingredeemerchurch@gmail.com,-,09-27-25,N,N,N,,,Functional
Rocky Mountain,New Life Mission Church of Colorado,303-337-9191,www.newlifeco.org,pastor.chong@gmail.com,Rev. Jihoon Shin,N/A,,,,,,Korean
Rocky Mountain,Northwoods Presbyterian Church,307-637-4817,www.northwoodspca.org,church@northwoodspca.org,Rev. Blake Denlinger,09-27-25,Y,Y,N,N,N,Functional
Rocky Mountain,Redeemer Golden,303-835-3510,redeemergolden.church,info@redeemergolden.church,Rev. David Rapp,09-27-25,N,N,Y,,,Functional
Rocky Mountain,Redeemer Longmont,720-526-2386,www.redeemerlongmont.com,justin@redeemerlongmont.com,Rev. Justin Chappell,09-27-25,N,N,Y,,,Functional
Rocky Mountain,Redeemer Presbyterian Church,303-719-0714,www.redeemerparker.com,churchoffice@redeemerparker.com,Rev. Ryan Dean Arkema,09-27-25,Y,N,Y,N,,Functional
Rocky Mountain,Redemption Church Denver,303-321-3291,redemptiondenver.com,info@redemptiondenver.com,Rev. James Rathmann,09-27-25,Y,Y,Y,N,N,Functional
Rocky Mountain,Rocky Mountain Community Church,406-259-7811,www.rmccmontana.org,office@rmccmontana.org,Rev. Jordan Perkins,09-23-25,Y,Y,Y,N,N,Functional
Rocky Mountain,Rocky Mountain Presbyterian Church,303-404-3200,www.rmpca.org,admin@rmpca.org,Rev. Shane Waldron,09-23-25,Y,Y,Y,N,N,Functional
Rocky Mountain,Saint Patrick,970-346-8812,www.saintpats.church,admin@saintpatrickpc.org,Rev. Michael Mathews,09-27-25,Y,Y,Y,N,Y,Functional
Rocky Mountain,Skyview Presbyterian Church,720-234-0127,www.skyviewpca.org,office@skyviewpca.org,Rev. Rick Vasquez,09-23-25,Y,Y,Y,N,N,Functional
Rocky Mountain,The Table Church,720-772-8722,tablechurch.com,info@tablechurch.com,Rev. C. Bradley Edwards,09-27-25,N,N,Y,,,Functional
Rocky Mountain,Trinity Church PCA,406-219-7715,www.trinitybozeman.org,info@trinitybozeman.org,Rev. Bryan B. Clark,09-23-25,Y,Y,Y,N,N,Functional
Rocky Mountain,Trinity Reformed Church,979-426-6935,www.trcco.org,zpkruis@gmail.com,Rev. Zach Kruis,09-27-25,Y,N,N,N,,Functional
Rocky Mountain,Trinity Reformed Presbyterian Church,970-249-1053,www.trinitymontrose.org,nufdt@protonmail.com,Rev. Cristian Garcia,09-23-25,N,N,N,,,Functional
Rocky Mountain,Village Seven Presbyterian Church,719-574-6700,www.v7pc.org,v7pc@v7pc.org,Rev. D. Christopher Hodge,09-27-25,Y,Y,Y,N,N,Functional
Rocky Mountain,Waypoint Church,-,waypointcos.org,hello@waypointcos.org,Rev. Steve Patrick Stanton,09-27-25,N,N,Y,,,Functional
Savannah River,Chapel In The Gardens Presbyterian Church,912-964-5734,www.chapelinthegardens.org,chapelrcm@gmail.com,Rev. Daren L. Russell,N/A,,,,,,Broken
Savannah River,"Christ Church, Presbyterian",706-210-9090,ChristChurchPres.org,secretary@ChristChurchPres.org,Rev. Robert L. Hendrick,09-27-25,N,N,Y,,,Functional
Savannah River,Cliffwood Presbyterian Church,706-798-2691,www.cliffwoodpca.com,cliffwoodpca@cliffwoodpca.com,Rev. Geoff Gleason,09-27-25,N,N,N,,,Functional
Savannah River,Covenant Presbyterian Church,-,covenantdublin.com,-,Rev. Jonathan Rowe,09-27-25,Y,Y,N,N,N,Functional
Savannah River,First Presbyterian Church,-,fpcwaynesboro.org,fpcwaynesboro@gmail.com,Rev. Eric Anthony Schievenin,09-27-25,Y,Y,N,N,N,Functional
Savannah River,First Presbyterian Church,706-262-8900,www.firstpresaugusta.org,churchoffice@firstpresaugusta.org,Dr. Michael Hearon,09-27-25,Y,Y,Y,N,N,Functional
Savannah River,First Presbyterian Church,-,-,-,-,N/A,,,,,,No Website
Savannah River,First Presbyterian Church,912-330-9415,www.fpcpooler.org,crystal@firstprespooler.com,-,09-27-25,Y,Y,Y,N,N,Functional
Savannah River,Golden Isles Presbyterian Church,912-638-2563,www.gipc-pca.org,office@gipc-pca.org,Rev. Alexander Brown,09-27-25,N,N,N,,,Functional
Savannah River,Grace Church of the Islands,912-898-0170,www.gcipca.org,office@gcipca.org,Rev. Tim Paul Foster,09-27-25,Y,Y,Y,N,N,Functional
Savannah River,Grace Community Presbyterian Church,912-526-6478,www.gcpv.org/,vidaliacommunity@gmail.com,Rev. Jason Davis,09-27-25,N,N,Y,,,Functional
Savannah River,Lakemont Presbyterian Church,706-736-5011,www.lakemontpca.org,lakemontpca@gmail.com,Rev. David A. Vosseller,09-27-25,Y,Y,Y,N,N,Functional
Savannah River,New Covenant Presbyterian Church,912-312-5051,www.newcovpres.com,newcovpres@gmail.com,Rev. David Senters,09-27-25,Y,N,Y,N,,Functional
Savannah River,Providence Presbyterian Church,706-556-1010,-,scot1715@att.net,Rev. Gordon D. Crompton,N/A,,,,,,No Website
Savannah River,Redeemer Church,706-854-9707,www.redeemerevans.org,office@redeemerevans.org,Rev. John D. Fender,09-27-25,N,N,Y,,,Functional
Savannah River,Redeemer Presbyterian Church,205-451-5433,redeemerbrunswick.com,redeemerbrunswickevents@gmail.com,-,09-27-25,Y,Y,Y,N,N,Functional
Savannah River,South Liberty Presbyterian Church,706-456-2930,-,-,-,N/A,,,,,,No Website
Savannah River,The Kirk Presbyterian,912-355-3141,www.kirkpca.org,kirkoffice@kirkpca.org,Rev. Pete Whitney,09-23-25,Y,Y,Y,N,N,Functional
Savannah River,Trinity Presbyterian Church,912-489-8186,www.tpcstatesboro.com,info@tpcstatesboro.com,Rev. Jim McCarthy,09-23-25,N,N,Y,,,Functional
Siouxlands,All Saints Presbyterian Church,612-486-2298,allsaintsmsp.org,info@allsaintsmsp.org,Rev. Stephen P. Beck,09-23-25,Y,Y,Y,N,N,Functional
Siouxlands,Black Hills Community Church,605-341-9090,www.blackhillscommunitychurch.org,sportart@aol.com,Rev. Arthur Sartorius,09-23-25,Y,N,N,N,,Functional
Siouxlands,Christ Covenant Church,-,www.christcovenantfargo.org,-,Rev. Brock Bradley Larson,09-23-25,N,N,N,,,Functional
Siouxlands,Covenant Life Church,224-616-0558,www.covlifecities.com,adinyoon@covlifecities.com,-,09-23-25,N,N,N,,,Functional
Siouxlands,Federal Correction Institution Sandstone,320-245-2262,-,rhaverhals@bop.gov,Rev. Ross F. Haverhals Jr.,N/A,,,,,,No Website
Siouxlands,First Presbyterian Church,320-384-6440,www.firstpreshinckley.org,dan@firstpreshinckley.org,Dr. Daniel Brendsel,09-23-25,N,N,N,,,Functional
Siouxlands,Foothills Community Church,605-347-8356,foothillsccpca.org,foothillsccpca@gmail.com,Rev. Jeffrey Neikirk,09-23-25,Y,Y,N,N,N,Functional
Siouxlands,Good Shepherd Presbyterian,-,www.gspcpca.org,gspcpca.info@gmail.com,Rev. Adin Yoon,09-23-25,Y,Y,N,N,N,Functional
Siouxlands,Grace Covenant Church,952-888-4988,gracecovmn.org,office@gracecovmn.org,Rev. John Frese,09-23-25,Y,Y,Y,N,N,Functional
Siouxlands,Grace Presbyterian Church,218-349-3535,www.gracepresduluth.org,nlee.gracepresduluth@gmail.com,Rev. Nathan Lee,09-23-25,Y,Y,N,N,N,Functional
Siouxlands,Grace Presbyterian Church,605-201-6444,www.graceforsiouxfalls.org,mark@graceforsiouxfalls.org,Rev. J. Mark Bertrand,09-23-25,N,N,N,,,Functional
Siouxlands,Lennox Ebenezer Presbyterian Church,605-647-2659,www.lennoxpca.org,office@lennoxpca.org,Rev. Ethan Sayler,09-23-25,Y,Y,Y,N,N,Functional
Siouxlands,Living Hope Community Church,605-498-5876,www.tealivinghope.org,info@tealivinghope.org,Rev. Wayne W. Reed,09-23-25,N,N,N,,,Functional
Siouxlands,New Covenant Presbyterian Church,605-642-1122,newcovenantspearfish.com,newcovenantspearfish@gmail.com,Rev. Luke Bluhm,09-23-25,N,N,N,,,Functional
Siouxlands,Pollock Memorial Presbyterian Church,605-889-2830,pollockpca.com,fhaan@pollockpca.com,Rev. Floyd Alan Haan,09-23-25,N,N,N,,,Functional
Siouxlands,Reformation Presbyterian Church,507-995-3245,www.reformationmankato.com,office@christchurchmankato.com,Rev. John St. Martin,09-23-25,N,N,N,,,Functional
Siouxlands,Reformed Presbyterian Church,605-374-5580,www.facebook.com/rpclemmon,rpclemmon@yahoo.com,Rev. Spencer Allen,09-27-25,N,N,N,,,Functional
Siouxlands,Trinity Presbyterian Church,507-282-6377,www.trinityrochester.org,pastor@trinityrochester.org,Rev. Chris Harper,09-27-25,Y,Y,Y,N,N,Functional
South Coast,Aliso Creek Church,949-460-0080,alisocreekchurch.org,eva@alisocreekchurch.org,Rev. Tom G. Gastil,09-27-25,Y,Y,Y,N,N,Functional
South Coast,Arise Presbyterian Church,442-273-0252,www.arisepca.com,office@arisepca.com,Rev. Brad Jones,09-27-25,N,N,N,,,Functional
South Coast,Christ Presbyterian Church,951-200-4177,www.christpca.net,admin@christpca.net,Rev. Samuel Hogan,09-27-25,Y,N,N,N,,Functional
South Coast,El Camino Presbyterian Church,760-237-8074,elcaminopca.com,eric@elcaminopca.com,Rev. Eric N. Chappell,09-27-25,N,N,N,,,Functional
South Coast,Grace Presbyterian Church,714-692-2390,www.gracepresbyterian.net,graceprespca@gmail.com,Rev. Ben Muresan,09-27-25,N,N,Y,,,Functional
South Coast,"Grace Presbyterian Church, Fallbrook",-,www.gracefallbrook.church,info@gracefallbrook.church,Rev. Kenneth Han,09-27-25,Y,Y,N,N,N,Functional
